dataset,layer,head,pearson_PAM,pearson_QAM,pearson_SAM,spearman_PAM,spearman_QAM,spearman_SAM
alpaca,0,22,0.1299038797168024,-0.12105614190549867,0.05270706836715568,0.11396238541822541,-0.1233613450403471,0.054044017827199684
alpaca,0,23,0.05222158776780658,-0.09571186471948935,0.09768233879426666,0.089290116410156,-0.08576550655186037,-0.03994557839401715
alpaca,0,24,0.14980935501684609,-0.1464578715558047,0.08959847982033897,0.17153101310372074,-0.16448179338712945,0.09163985631568641
alpaca,0,25,0.1223066775034045,-0.12397739368843344,0.13721073525899943,0.14333413423735566,-0.14215926428459047,0.13041056475693835
alpaca,0,26,0.12277262100950727,-0.12217496282818413,0.026792959707417418,0.1351100445679992,-0.13276030466246877,0.03994557839401715
alpaca,0,27,0.14036731140008932,-0.14024789368577267,0.10418723915824774,0.12101160513481667,-0.12218647508758189,0.09633933612674725
alpaca,0,28,0.15082969199891824,-0.15657586375064889,0.16758976065379247,0.17388075300925113,-0.17623049291478154,0.16448179338712945
alpaca,0,29,0.13371061906436338,-0.13417755510310514,0.16943320018270822,0.1374597844735296,-0.1374597844735296,0.1680064032454251
alpaca,0,3,0.13464975720299013,-0.13442723700744771,0.11072694868809703,0.15155822390671214,-0.14568387414288608,0.10456342579610373
alpaca,0,30,0.12266127285344676,-0.1239197448338445,0.10233247625443892,0.11631212532375584,-0.12101160513481667,0.089290116410156
alpaca,0,31,0.1466095952588502,-0.1465063137966928,0.07668591314533771,0.15273309385947736,-0.15155822390671214,0.07401680702420826
alpaca,0,4,0.1365136390654286,-0.13537055862220676,0.053516816969689296,0.133935174615234,-0.1351100445679992,0.055218887779964886
alpaca,0,5,0.13495292816702043,-0.133879689652303,0.10182118940946491,0.13863465442629483,-0.1468587440956513,0.09986394598504289
alpaca,0,6,0.12972909951495476,-0.1298295465847967,0.10569955075700924,0.1268859548986427,-0.12571108494587752,0.09398959622121683
alpaca,0,7,0.14026764754323653,-0.14264928727464551,0.13209779539140798,0.1127875154654602,-0.11983673518205146,0.13863465442629483
alpaca,0,8,0.1351347748656546,-0.13706530320527358,0.17445905164571254,0.17035614315095549,-0.17153101310372074,0.12218647508758189
alpaca,0,9,0.11717416892219983,-0.1173800924259615,0.09255321465407643,0.13276030466246877,-0.13276030466246877,0.07049219716591262
alpaca,0,avg,0.1357151072382888,-0.13529194552287516,0.1090738819763422,0.14333413423735566,-0.1374597844735296,0.111612645512695
alpaca,1,0,0.10712657245797383,-0.11983333944050366,0.12639880752131868,0.1574325736705382,-0.10691316570163414,0.10456342579610373
alpaca,1,1,0.12996444452369432,-0.1288306654346591,0.07911247068957722,0.133935174615234,-0.13041056475693835,0.089290116410156
alpaca,1,10,0.1354924758731938,-0.13608346931573995,-0.03782474576337558,0.1022136858905733,-0.10808803565439937,-0.041120448346782364
alpaca,1,11,0.1349327707608345,-0.13471742724049998,0.09981627970784883,0.12806082485140793,-0.14333413423735566,0.10808803565439937
alpaca,1,12,0.12596505503496205,-0.12617439136026706,0.10982689377871446,0.1362849145207644,-0.1362849145207644,0.10573829574886894
alpaca,1,13,0.13997237702148668,-0.13752493481748065,0.09292139071529038,0.13041056475693835,-0.1374597844735296,0.09281472626845164
alpaca,1,14,0.13618339062299878,-0.13507392334480164,0.09574031028972414,0.1468587440956513,-0.14333413423735566,0.111612645512695
alpaca,1,15,0.15375098041368626,-0.14116588533202565,0.05178418173315698,0.15508283376500778,-0.14803361404841653,0.06226810749655615
alpaca,1,16,0.15563224398809078,-0.14867263764760902,0.06297557756660035,0.15155822390671214,-0.15390796381224253,0.055218887779964886
alpaca,1,17,0.11289979325423365,-0.11362345249404227,0.05848037908080564,0.10456342579610373,-0.10338855584333852,0.0787162868352691
alpaca,1,18,0.14194877856891203,-0.14020887772119536,0.056864763484662705,0.13276030466246877,-0.13276030466246877,0.0681424572603822
alpaca,1,19,0.1892350015247123,-0.1653484697647312,0.037389567619146566,0.19737815206455533,-0.16565666333989465,0.02114765914977379
alpaca,1,2,0.129875185035863,-0.1295405157194884,-0.09002446260356584,0.12571108494587752,-0.133935174615234,-0.07049219716591262
alpaca,1,20,0.1319739089702379,-0.13103838075336097,0.08542267053909657,0.13276030466246877,-0.13158543470970357,0.07636654692973868
alpaca,1,21,0.13943820700745266,-0.14021874678412513,0.1258231960083437,0.1362849145207644,-0.1374597844735296,0.1245362149931123
alpaca,1,22,0.13703603402922881,-0.12007983689106959,0.07313610709608365,0.16095718352883384,-0.089290116410156,0.09986394598504289
alpaca,1,23,0.12557454000220317,-0.11906284752251128,-0.09508846973001527,0.12923569480417313,-0.12806082485140793,0.004699479811060841
alpaca,1,24,0.14414622968546092,-0.13893490782917772,0.06699027568282444,0.12806082485140793,-0.12806082485140793,0.07519167697697346
alpaca,1,25,0.14153959391521354,-0.1349107538397909,0.01807724060916623,0.14098439433182525,-0.1351100445679992,-0.016448179338712947
alpaca,1,26,0.08223291871757407,-0.09504862986636001,0.17003752994144455,0.08694037650462556,-0.10926290560716456,0.16918127319819032
alpaca,1,27,0.17378317767900212,-0.15994133033235808,0.05298132536693969,0.17270588305648593,-0.16448179338712945,0.05756862768549531
alpaca,1,28,0.13812011175922898,-0.13370614949173487,0.07444590108634333,0.12218647508758189,-0.12571108494587752,0.0787162868352691
alpaca,1,29,0.14257466743925007,-0.1388900913226642,0.0631801271522537,0.14333413423735566,-0.1362849145207644,0.06931732721314741
alpaca,1,3,0.13841813667267142,-0.1375434630882716,0.09036299116023093,0.1362849145207644,-0.133935174615234,0.08224089669356473
alpaca,1,30,0.13661920797899732,-0.13576108342650958,0.022752836616922154,0.133935174615234,-0.133935174615234,-0.03524609858295631
alpaca,1,31,0.1301548553435796,-0.12929881762007459,0.07885199572843274,0.13041056475693835,-0.12923569480417313,0.08341576664632994
alpaca,1,4,0.13490508179470134,-0.131556823900081,0.009978836862529664,0.14568387414288608,-0.1374597844735296,0.032896358677425894
alpaca,1,5,0.13505530558721085,-0.1335497064087134,0.08484648836632881,0.13980952437906005,-0.13863465442629483,0.07636654692973868
alpaca,1,6,0.1569680879386792,-0.14765103091560208,0.05357508510393578,0.15860744362330342,-0.1445090041901209,0.04581992815784321
alpaca,1,7,0.14146813191348212,-0.1345814594173271,-0.08057037697539919,0.15155822390671214,-0.14333413423735566,-0.02584713896083463
alpaca,1,8,0.14115766237474192,-0.13943394513423465,0.0889254351830936,0.1233613450403471,-0.1468587440956513,0.08811524645739077
alpaca,1,9,0.1257406551561198,-0.12481236234225877,0.05942227580890475,0.1362849145207644,-0.133935174615234,0.06931732721314741
alpaca,1,avg,0.13916573855374648,-0.1360473694476711,0.06765323036083098,0.14215926428459047,-0.1351100445679992,0.066967587307617
alpaca,2,0,0.19707949756211585,-0.14488377605420288,0.0028467238086715275,0.2044273717811466,-0.17740536286754677,-0.014098439433182525
alpaca,2,1,0.1694332389244601,-0.16278311979155324,-0.018565282765928545,0.16213205348159904,-0.1574325736705382,-0.02819687886636505
alpaca,2,10,0.06544732027446806,-0.07112111339664687,0.04861650146892836,0.089290116410156,-0.09868907603227767,0.011748699527652104
alpaca,2,11,0.12764558524442943,-0.11651000766225786,0.03510069518188468,0.133935174615234,-0.12571108494587752,0.041120448346782364
alpaca,2,12,0.1799941264505919,-0.15123631528466974,0.036376542983448695,0.20795198163944223,-0.20560224173391184,0.022322529102539
alpaca,2,13,0.11035154101088207,-0.09917778201267548,0.04247333541489521,0.17035614315095549,-0.1351100445679992,0.03172148872466068
alpaca,2,14,0.1513084557394535,-0.14979729473394016,0.0658666146376299,0.19972789197008578,-0.1962032821117901,0.03642096853572152
alpaca,2,15,0.23520854290212698,-0.22325325070650126,-0.3169371510126821,0.267870349230468,-0.24437295017516378,-0.24202321026963333
alpaca,2,16,0.23875307649489777,-0.21399184165441895,0.07645211475358825,0.18797919244243366,-0.22440016097815518,0.08576550655186037
alpaca,2,17,0.03466828394860891,-0.08154080299331241,0.053073965268795514,0.02819687886636505,-0.13863465442629483,0.048169668063373625
alpaca,2,18,-0.015926793083111804,-0.0385621638082715,0.045348967411470424,-0.005874349763826052,-0.007049219716591263,0.015273309385947736
alpaca,2,19,0.06629744456422279,-0.07564219059250978,0.032404624992447784,0.07284193707144304,-0.08224089669356473,0.024672269008069417
alpaca,2,2,0.1986045483946243,-0.19662576649365937,0.022833383781438066,0.089290116410156,-0.1680064032454251,0.005874349763826052
alpaca,2,20,0.20266935051097937,-0.19590122744246644,0.09117497533715029,0.1797551027730772,-0.18092997272584238,0.07636654692973868
alpaca,2,21,0.11914231158438812,-0.12203657612902902,0.07165706876621794,0.1574325736705382,-0.1597823135760686,0.019972789197008574
alpaca,2,22,0.06318849976312753,-0.06824595347734269,0.19697069646966547,0.06344297744932136,-0.06344297744932136,0.2138263314032683
alpaca,2,23,0.13701214340071055,-0.1357444347814243,-0.07133478050282281,0.15390796381224253,-0.14568387414288608,-0.12218647508758189
alpaca,2,24,-0.04100911337740959,-0.04609560814319799,0.06524530875388958,-0.014098439433182525,-0.09046498636292119,0.0340712286301911
alpaca,2,25,0.16936002070678846,-0.16733759830212455,-0.2955674376779155,0.17623049291478154,-0.17623049291478154,-0.2044273717811466
alpaca,2,26,0.12389748035227219,-0.12154256931207102,0.07363801508431257,0.15860744362330342,-0.15038335395394692,0.046994798110608416
alpaca,2,27,0.08316155735840933,-0.08287381068533649,0.07075821013963554,0.023497399055304208,-0.02819687886636505,0.055218887779964886
alpaca,2,28,0.19559027089193193,-0.18532829432688397,0.08732119706633164,0.2784441788053549,-0.2537719097972854,0.044645058205078
alpaca,2,29,0.15509425324034212,-0.1439715661183314,0.006166859976030321,0.1926786722534945,-0.18445458258413802,0.0
alpaca,2,3,0.22152985378070958,-0.2061100329203631,-0.21923381075239096,0.23849860041133772,-0.2373237304585725,-0.18680432248966844
alpaca,2,30,0.005277411304101835,-0.018844351673149094,0.01996906571178238,-0.023497399055304208,-0.10103881593780811,0.019972789197008574
alpaca,2,31,-0.0728567965751231,0.04806909455373108,0.08343843894148639,0.022322529102539,0.016448179338712947,-0.015273309385947736
alpaca,2,4,0.1271046652937397,-0.11933796083172987,0.008725099615853868,0.178580232820312,-0.16213205348159904,0.0023497399055304206
alpaca,2,5,0.17210507645168074,-0.1614872600320471,0.046704930319022696,0.14215926428459047,-0.15508283376500778,0.05756862768549531
alpaca,2,6,0.16963951056507898,-0.16597496361022948,0.09725200144120758,0.1680064032454251,-0.17388075300925113,0.09163985631568641
alpaca,2,7,0.13625755439541015,-0.13561189512785085,-0.032003498322075934,0.16918127319819032,-0.1797551027730772,-0.024672269008069417
alpaca,2,8,0.156888724681013,-0.14940888661794127,-0.01863824593821245,0.19385354220625972,-0.19032893234796408,0.017623049291478156
alpaca,2,9,0.2109926949154574,-0.20665331412490817,0.06953725027381744,0.24437295017516378,-0.23497399055304205,0.041120448346782364
alpaca,2,avg,0.2174706930876243,-0.16814523195556969,0.05795150604723519,0.2490724299862246,-0.2220504210726248,-0.009398959622121682
alpaca,3,0,0.284523570952293,-0.27718524401523464,-0.06222281572700605,0.2138263314032683,-0.21852581121432912,-0.054044017827199684
alpaca,3,1,0.09582735971850768,-0.09637201282789598,0.013622470687333677,0.1022136858905733,-0.09516446617398204,0.012923569480417315
alpaca,3,10,0.1185184611108852,-0.16148836826865523,0.10051005872223887,-0.02114765914977379,-0.13158543470970357,0.055218887779964886
alpaca,3,11,0.01570981938631534,-0.019531120201568938,0.034573277967355334,0.066967587307617,-0.06226810749655615,0.03759583848848673
alpaca,3,12,0.22017481944476291,-0.22231344371792255,0.17020071702044615,0.10338855584333852,-0.10926290560716456,0.16565666333989465
alpaca,3,13,0.018760906234377293,-0.2567229651448471,0.09240326855602073,0.005874349763826052,-0.1022136858905733,0.049344538016138834
alpaca,3,14,0.21749077799579863,-0.21499146601236824,0.09480062693992958,0.09868907603227767,-0.10338855584333852,0.12101160513481667
alpaca,3,15,-0.14350746594501218,0.06638653444669104,0.11883067209486747,-0.17505562296201638,0.10103881593780811,0.13276030466246877
alpaca,3,16,0.03427551280138093,-0.10969910685945565,0.11126943016685925,0.061093237543790944,-0.13980952437906005,0.09398959622121683
alpaca,3,17,0.06294348009758721,-0.06499588898934319,0.0971289781451209,0.10103881593780811,-0.10338855584333852,0.08224089669356473
alpaca,3,18,0.16387389489037485,-0.15749398887479527,0.03242927771952519,0.15155822390671214,-0.17740536286754677,0.066967587307617
alpaca,3,19,-0.09287501832378287,0.09256803339477497,0.0926896197232299,-0.011748699527652104,0.048169668063373625,-0.022322529102539
alpaca,3,2,-0.0726478858723309,-0.023496857475599285,0.08704630986643173,-0.04229531829954758,-0.030546618771895472,-0.011748699527652104
alpaca,3,20,0.03899575578351277,-0.047134398442318585,0.06939526913410865,0.12218647508758189,-0.11748699527652103,0.03994557839401715
alpaca,3,21,0.10968736316645467,-0.11973187129450646,0.10648039394395235,0.15038335395394692,-0.16213205348159904,0.08576550655186037
alpaca,3,22,0.01669635944624058,-0.01531453911424856,-0.010090818169250252,0.050519407968904056,-0.046994798110608416,-0.015273309385947736
alpaca,3,23,0.18212554519867385,-0.1792325365054619,0.11149822203036411,0.21265146145050307,-0.21617607130879873,0.111612645512695
alpaca,3,24,0.0057484008036594305,-0.043546351866616026,0.12369846547150512,-0.041120448346782364,-0.07519167697697346,0.1445090041901209
alpaca,3,25,0.13600628493818642,-0.13612275332062887,0.08916073265430367,0.14098439433182525,-0.14333413423735566,0.054044017827199684
alpaca,3,26,0.09968291234769189,-0.09947505388394,0.045872275672423767,0.1597823135760686,-0.15860744362330342,-0.055218887779964886
alpaca,3,27,0.1455500351896115,-0.14752068512198696,0.1263655365840703,0.08576550655186037,-0.12218647508758189,0.11043777555992977
alpaca,3,28,0.03247559579763533,-0.04687946038971007,0.08785110055555882,0.066967587307617,-0.089290116410156,0.09986394598504289
alpaca,3,29,0.07227777109724307,-0.07366765107543144,0.0845403453126665,0.054044017827199684,-0.05286914787443447,0.0681424572603822
alpaca,3,3,0.13248911367158414,-0.1264288553538125,0.08315009984052552,0.16565666333989465,-0.16095718352883384,-0.017623049291478156
alpaca,3,30,0.14526158626827007,-0.13866788143280834,0.0948349918608498,0.20677711168667703,-0.19502841215902494,-0.010573829574886895
alpaca,3,31,0.05680624920741887,-0.08260182796606035,0.04831604844413627,0.08576550655186037,-0.1127875154654602,-0.08811524645739077
alpaca,3,4,0.10405536725636837,-0.10559230187584284,0.05815893950488648,0.1680064032454251,-0.15860744362330342,0.012923569480417315
alpaca,3,5,0.12124075447184181,-0.12663869824070006,0.11282738752206824,0.09868907603227767,-0.09986394598504289,0.111612645512695
alpaca,3,6,0.10743392728301375,-0.11965787032231565,0.16826494376020265,0.10103881593780811,-0.09751420607951247,0.15860744362330342
alpaca,3,7,0.06986087452955292,-0.08129903925405284,0.05333377235293443,0.1022136858905733,-0.11866186522928625,0.046994798110608416
alpaca,3,8,0.12298124124975528,-0.12215624118190052,-0.10055022622158638,0.12923569480417313,-0.1245362149931123,-0.12923569480417313
alpaca,3,9,0.1328882186951686,-0.13301686406342458,0.10994477352887642,0.14215926428459047,-0.13980952437906005,0.09398959622121683
alpaca,3,avg,0.20531347994421276,-0.17413215197838497,0.09463480521593395,0.24554782012792897,-0.21617607130879873,0.024672269008069417
alpaca,4,0,0.13363683536982043,-0.11970172446201315,0.022110121445938262,0.16330692343436426,-0.15155822390671214,0.018797919244243365
alpaca,4,1,-0.0996678615388561,0.06065786032213197,0.15668224599809535,-0.08811524645739077,0.018797919244243365,0.16683153329265987
alpaca,4,10,0.2541910370304813,-0.256454288192254,0.06337415005028002,0.15155822390671214,-0.14215926428459047,0.050519407968904056
alpaca,4,11,0.19567466404783956,-0.1949057187249724,0.1020583180934279,0.15038335395394692,-0.15155822390671214,0.08224089669356473
alpaca,4,12,-0.014232500611443382,-0.000509399020912157,0.047978572681168674,0.046994798110608416,-0.07519167697697346,-0.008224089669356473
alpaca,4,13,0.09207575291266226,-0.09352836727057087,0.1343571283113801,0.15155822390671214,-0.14803361404841653,0.13276030466246877
alpaca,4,14,0.11494792846041678,-0.11468002840372596,-0.004986074069090697,0.1245362149931123,-0.1245362149931123,-0.03994557839401715
alpaca,4,15,0.17368542947530227,-0.172696437083356,0.057590253441392,0.178580232820312,-0.178580232820312,0.0563937577327301
alpaca,4,16,0.07970894615417992,-0.09017769741931624,0.11863884595502226,0.09986394598504289,-0.13980952437906005,0.111612645512695
alpaca,4,17,0.09660353180384738,-0.10841646304949544,-0.005311600297445856,0.038770708441251946,-0.05756862768549531,-0.02819687886636505
alpaca,4,18,0.14314779862416946,-0.1467166789447671,0.12780728631628924,0.07401680702420826,-0.07519167697697346,0.14568387414288608
alpaca,4,19,0.01753744805188999,-0.06167888416387111,0.12450381784244527,-0.06931732721314741,-0.07166706711867783,0.13980952437906005
alpaca,4,2,0.11358035335007277,-0.11187732895700722,-0.13249554405077194,0.16565666333989465,-0.16213205348159904,-0.18797919244243366
alpaca,4,20,0.0786518661026528,-0.0799979246123051,0.03324626289484273,0.14333413423735566,-0.13863465442629483,0.041120448346782364
alpaca,4,21,0.06873672331184129,-0.07046572964053292,0.15740678421411092,0.07636654692973868,-0.07754141688250389,0.18680432248966844
alpaca,4,22,0.07086862733687095,-0.07269013169102223,0.10521731167022394,0.066967587307617,-0.06461784740208656,0.09398959622121683
alpaca,4,23,0.042029005017164604,-0.0481008903699258,0.13285686897573493,0.11983673518205146,-0.111612645512695,0.1374597844735296
alpaca,4,24,0.1570476241911923,-0.15333042304770286,0.055838880605488805,0.20677711168667703,-0.20560224173391184,0.07049219716591262
alpaca,4,25,0.05819961428324806,-0.061391037703624064,0.1820142034773772,0.048169668063373625,-0.054044017827199684,0.1797551027730772
alpaca,4,26,0.1425984701003182,-0.15484698033689986,-0.07279020835924195,0.14920848400118172,-0.15155822390671214,-0.11983673518205146
alpaca,4,27,0.04682858478901688,-0.06645617691783515,0.19674367260062392,0.022322529102539,-0.032896358677425894,0.18680432248966844
alpaca,4,28,0.25548573513001105,-0.2531206698516553,0.09996828560764687,0.15860744362330342,-0.1597823135760686,0.07401680702420826
alpaca,4,29,0.03561008430779383,-0.03674091432104255,0.08994298291808821,0.13158543470970357,-0.13276030466246877,0.09046498636292119
alpaca,4,3,-0.038096078776294055,-0.012550880449447003,0.07161953114226981,-0.05756862768549531,0.03994557839401715,0.019972789197008574
alpaca,4,30,0.05276787653092523,-0.05385989694019572,0.12053540682237876,0.10808803565439937,-0.10808803565439937,0.13980952437906005
alpaca,4,31,0.04969826838096335,-0.050397373054150284,0.09718102946187333,0.12571108494587752,-0.12571108494587752,0.10338855584333852
alpaca,4,4,0.20185945412990178,-0.17736053587494335,0.00913881475997429,0.1797551027730772,-0.17153101310372074,-0.015273309385947736
alpaca,4,5,0.10572254321876794,-0.12021925816873434,0.07257727706765932,0.08694037650462556,-0.111612645512695,0.07166706711867783
alpaca,4,6,-0.009649486190063996,0.0024339799275601513,0.09138024069934407,0.07754141688250389,-0.07166706711867783,0.09633933612674725
alpaca,4,7,0.11132640793373115,-0.11479300500687532,0.06085751357569201,0.12101160513481667,-0.1574325736705382,0.04581992815784321
alpaca,4,8,0.047952024811685964,-0.09201140163661793,0.13318087939847784,0.050519407968904056,-0.14920848400118172,0.13158543470970357
alpaca,4,9,0.14222899089130275,-0.14650643879703534,0.11243937688096159,0.1468587440956513,-0.15390796381224253,0.12218647508758189
alpaca,4,avg,0.12406656749399504,-0.12490876163262894,0.11293343269272949,0.1574325736705382,-0.15508283376500778,0.11513725537099062
alpaca,5,0,0.0981862936285721,-0.11948922483328907,0.11661687025702915,0.07284193707144304,-0.09868907603227767,0.06931732721314741
alpaca,5,1,0.11794260131290633,-0.11685787374707404,-0.11805829052321966,0.07754141688250389,-0.07754141688250389,-0.03642096853572152
alpaca,5,10,0.08013870233337649,-0.08750681399354786,0.06856577066175544,0.09046498636292119,-0.133935174615234,0.03994557839401715
alpaca,5,11,0.11844823104450684,-0.12003596414013841,0.1359430997210136,0.10456342579610373,-0.10926290560716456,0.1268859548986427
alpaca,5,12,-0.011492075614210439,-0.004430291749005676,0.1454708351987136,0.04229531829954758,-0.054044017827199684,0.1245362149931123
alpaca,5,13,0.015282456749834604,-0.017981296739116456,0.05877830594245507,0.10691316570163414,-0.10926290560716456,0.027022008913599842
alpaca,5,14,-0.06203532223522555,0.061133177870934106,0.14752194121666304,0.049344538016138834,-0.049344538016138834,0.1445090041901209
alpaca,5,15,0.060281479067177304,-0.06077100842160044,0.01460804639573949,0.050519407968904056,-0.019972789197008574,0.015273309385947736
alpaca,5,16,-0.13151255555766517,0.0806156678935565,0.09522216607378266,-0.12571108494587752,0.019972789197008574,0.06344297744932136
alpaca,5,17,0.012805403488917904,-0.03523829409190361,0.05122112461225398,0.029371748819130256,-0.066967587307617,0.029371748819130256
alpaca,5,18,0.05283533793557614,-0.057569386280819174,0.12575206952561507,0.023497399055304208,-0.0340712286301911,0.14098439433182525
alpaca,5,19,0.017706721731864127,-0.02101518677850116,0.1095540911012887,0.10573829574886894,-0.10808803565439937,0.12571108494587752
alpaca,5,2,0.024866849193978614,-0.06334349518777428,0.0705170984627461,0.019972789197008574,-0.046994798110608416,0.13041056475693835
alpaca,5,20,0.03961221064782021,-0.032565480556773704,-0.101348265130953,0.1022136858905733,-0.09751420607951247,-0.05169427792166926
alpaca,5,21,0.11905339742258138,-0.11325640184759124,-0.021145540841078798,0.14098439433182525,-0.1597823135760686,-0.016448179338712947
alpaca,5,22,0.002556112450713609,-0.002971981773891208,0.027131811418816692,0.07284193707144304,-0.08341576664632994,0.023497399055304208
alpaca,5,23,-0.0675311548479827,0.05261655424282155,0.20286457877763367,-0.04229531829954758,-0.03172148872466068,0.22087555111985954
alpaca,5,24,0.11329417597551684,-0.1137581876313213,0.03495427253580891,0.08341576664632994,-0.09163985631568641,0.05169427792166926
alpaca,5,25,0.10537609480742653,-0.0913656705668536,-0.05587632505540723,0.08224089669356473,-0.12218647508758189,-0.09398959622121683
alpaca,5,26,-0.08935961409837992,0.04881515751140576,0.18285946525141653,-0.10103881593780811,0.04229531829954758,0.18327971263137283
alpaca,5,27,0.02833844904232757,-0.04624526897029886,0.07155037149090128,0.024672269008069417,-0.09163985631568641,0.18445458258413802
alpaca,5,28,0.05410903402442331,-0.058989014310954206,-0.007618978513268516,0.06931732721314741,-0.05756862768549531,0.005874349763826052
alpaca,5,29,0.1760579177583306,-0.17156919707434568,-0.09450611541633741,0.21147659149773787,-0.21030172154497268,-0.0798911567880343
alpaca,5,3,0.025268858835274147,0.0294997662191851,-0.042759005105521955,0.038770708441251946,0.008224089669356473,-0.05991836759102573
alpaca,5,30,0.09018283030725202,-0.08789055156279946,-0.15160500770865978,0.0787162868352691,-0.08459063659909516,-0.03759583848848673
alpaca,5,31,0.01658582907609907,-0.01855223547587261,0.14738448435672694,0.055218887779964886,-0.05756862768549531,0.1597823135760686
alpaca,5,4,0.14413834693182928,-0.21343253860234296,0.06664625947291446,0.09633933612674725,-0.23144938069474644,0.016448179338712947
alpaca,5,5,0.05789305847950006,-0.06036012323129536,0.05110762115706809,0.05286914787443447,-0.09046498636292119,0.03172148872466068
alpaca,5,6,0.007943515154024368,-0.0061278757567691505,-0.08403789417762807,0.16448179338712945,-0.16565666333989465,-0.2032525018283814
alpaca,5,7,-0.07702762363131388,0.07355376207503318,0.08420764359825321,-0.009398959622121682,0.005874349763826052,0.023497399055304208
alpaca,5,8,0.140507408321986,-0.14430121928278325,0.12815011925210237,0.11748699527652103,-0.12218647508758189,0.11983673518205146
alpaca,5,9,-0.05185241158303832,0.0394248667226569,0.1560595642839396,0.004699479811060841,-0.007049219716591263,0.14568387414288608
alpaca,5,avg,0.08581046645160932,-0.08508404939244604,0.021693906479097903,0.09986394598504289,-0.10103881593780811,0.03994557839401715
alpaca,6,0,0.06590875035297504,-0.07814402384634739,-0.029431124597846553,0.048169668063373625,-0.0681424572603822,0.0
alpaca,6,1,-0.05873982447042893,0.03800020516500813,0.15432375012061417,-0.1127875154654602,0.0787162868352691,0.21970068116709435
alpaca,6,10,-0.010737774775491636,0.00232549564628491,0.2278403062228434,0.012923569480417315,-0.017623049291478156,0.24437295017516378
alpaca,6,11,0.14648955881970685,-0.14588381736272413,0.06706668257468382,0.1351100445679992,-0.09398959622121683,0.04229531829954758
alpaca,6,12,0.08172353760799532,-0.07398627698836266,-0.0718604356280275,0.10808803565439937,-0.0798911567880343,-0.066967587307617
alpaca,6,13,-0.06826661546513015,0.04323022213484331,0.11634741315279207,-0.10338855584333852,0.10456342579610373,0.11983673518205146
alpaca,6,14,-0.11518031977090666,-0.089583244727054,0.13024521049501703,-0.13863465442629483,-0.07519167697697346,0.15038335395394692
alpaca,6,15,-0.0077059814132865515,0.00662649339245686,0.04279580993116855,0.06461784740208656,-0.05169427792166926,-0.027022008913599842
alpaca,6,16,0.1469688885412792,-0.1963409990230652,0.13491854693456912,0.048169668063373625,-0.1362849145207644,0.14920848400118172
alpaca,6,17,-0.04214714101250877,0.03861143873248794,0.031606656432533395,0.09516446617398204,-0.111612645512695,-0.05756862768549531
alpaca,6,18,-0.05919809495483835,0.049121095399217315,0.16810908994602813,-0.03759583848848673,-0.024672269008069417,0.2361488605058073
alpaca,6,19,0.05468541730117888,-0.12148211939147971,0.15701665159238049,-0.03994557839401715,-0.010573829574886895,0.11396238541822541
alpaca,6,2,0.041444421897680855,-0.04423396116441144,0.007614413599344222,0.09398959622121683,-0.09281472626845164,0.017623049291478156
alpaca,6,20,0.054009545335643006,-0.0596513027095704,0.037472808894638124,0.046994798110608416,-0.07401680702420826,0.03994557839401715
alpaca,6,21,0.1615788808213932,-0.1536927581845199,-0.17620926652134217,0.133935174615234,-0.13158543470970357,-0.14803361404841653
